City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Xining,CN,36.6167,101.7667,41.16,43,64,2.15,broken clouds
698,Teixeira,BR,-7.2228,-37.2542,69.48,73,2,5.32,clear sky
699,Venado Tuerto,AR,-33.7456,-61.9688,62.76,94,11,4.63,few clouds
700,Mao,ES,39.8885,4.2658,66.76,59,0,16.11,clear sky
701,Homer,US,59.6425,-151.5483,40.08,94,90,3.44,light rain
702,Wawa,NG,9.9022,4.4192,74.03,61,21,2.89,few clouds
703,Tanhacu,BR,-14.0214,-41.2481,69.98,95,96,1.52,overcast clouds
704,Balabac,PH,7.9868,117.0645,80.46,83,100,9.26,light rain
705,Salinopolis,BR,-0.6136,-47.3561,79.25,84,87,7.78,overcast clouds
706,Novyy Urengoy,RU,66.0833,76.6333,0.48,94,30,7.4,scattered clouds
707,Alyangula,AU,-13.8483,136.4192,93.07,52,40,11.5,scattered clouds
